src,in_src,out_src,dst,in_dst,out_dst,bound,runtime,profit
2589914,8,100,871772,120,126,4,848,0.93
38951939,26,130,18797227,11,92,1,5,1.54
1712404,13,78,22118192,74,123,2,7,1.88
23051602,22,112,50568,109,131,4,904,0.72
14618220,50,84,189917,335,167,3,359,0.48
24504111,12,116,26443335,8,92,4,495,2.53
27694,1999,519,56304437,8,79,1,6,0.24
1121130,52,81,53741,709,223,1,3,1.15
1054976,94,158,64321182,26,83,3,103,2.19
16514457,219,154,7697725,12,77,1,4,0.8
8873056,11,99,38097001,155,190,4,1017,1.39
247464,570,177,18532479,5,311,4,712,1.34
45508256,49,93,33075921,6,171,4,425,1.11
3640158,61,89,21145628,48,112,2,8,0.21
2611583,18,112,213142,38,98,2,8,1.64
41585571,175,176,23024789,30,313,1,5,0.15
37236091,26,142,32867176,5,114,3,29,2.16
1438859,161,99,16807205,4,80,1,5,1.94
13133503,32,130,377606,324,423,3,181,1.58
310025,69,105,11784927,25,93,3,97,2.72
18853459,153,125,14385107,46,81,4,739,1.76
7046667,55,147,9096372,1376,225,4,6359,1.11
11005224,93,105,62068,168,136,1,5,1.83
1069323,68,98,30864680,105,157,1,4,0.56
11499863,29,101,11478023,270,430,3,445,2.47
2964139,88,150,32594563,38,140,2,10,1.89
4270442,33,85,34335401,6,106,4,382,0.25
26052813,93,111,51200911,9,113,1,5,2.1
21678694,86,149,6193949,103,171,2,9,0.89
1504614,19,151,58900627,35,83,2,9,2.46
31522,190,175,64260382,1,91,2,8,1.11
57059125,62,319,3910138,38,86,2,10,1.31
1371136,56,94,35838121,4,236,3,23,0.78
16371482,14,87,56050087,238,281,2,9,2.23
10366472,209,93,45698218,31,86,3,120,0.9
11633670,38,88,26143279,211,207,3,378,0.01
29610859,10,80,1064235,264,144,1,4,0.3
51833860,13,793,416044,120,147,2,11,0.95
34037227,14,148,61368197,2,230,2,8,1.94
4504258,24,93,166538,1771,326,4,7933,0.95
16776693,25,90,29511,841,207,4,4606,0.8
4028104,119,102,1876147,102,582,4,807,0.9
169518,97,85,21544772,176,113,3,382,0.34
4187238,119,103,395736,536,263,2,10,2.07
1159581,55,180,2155378,95,265,4,1124,0.76
46811956,1,116,41442025,6,104,3,28,0.64
249509,246,512,14775870,4,78,2,9,0.68
4841280,37,191,60472174,10,221,1,4,0.07
5781252,548,312,1892204,44,91,1,5,2.01
60361624,7,108,8000606,31,103,1,4,2.2
31741,1966,279,6310196,426,581,1,5,0.14
1775829,52,145,32186095,5,447,1,5,2.08
34048636,37,126,2130474,121,338,4,979,0.33
3929855,271,82,840232,62,129,2,8,1.68
8042278,41,77,992816,221,173,2,8,1.99
33570186,18,79,47533761,4,168,1,4,1.37
31028138,31,137,28397585,101,109,2,8,0.93
40265168,32,109,23292220,5,390,2,8,0.91
1440127,33,80,8714883,105,78,4,659,1.66
24464731,64,173,18998750,3888,156,2,22,0.0
34004417,4,235,21607397,246,87,3,899,0.77
8582465,69,119,260910,215,97,3,545,0.55
56190108,18,315,19066858,13,111,4,1460,0.64
24181,66,84,56832336,115,417,4,1009,1.48
39035130,4,181,48680179,1,84,3,12,0.16
30388,231,255,32671279,3,190,1,5,2.61
1793875,580,88,2370506,599,280,3,363,0.11
43843227,23,89,53941557,32,131,3,129,2.66
11046550,5,115,3446666,44,97,1,4,0.37
2738057,825,205,18008123,48,102,3,223,0.66
15616283,19,88,1597099,287,388,2,10,1.8
41876471,23,94,53155838,3,149,2,9,1.8
5804621,66,85,660294,559,118,2,11,1.01
39523899,13,217,41373402,41,144,1,4,1.75
6133337,113,79,92688,130,107,4,932,0.67
15616487,50,126,158205,467,116,4,2425,1.64
9646516,91,90,123375,182,88,3,385,3.1
4122457,69,90,716868,279,223,1,4,0.39
461423,111,172,12386433,47,98,2,8,1.47
2447607,222,92,11666318,4,85,1,4,1.64
222847,108,94,26197,1583,160,2,14,2.18
13835818,35,106,54003217,22,114,2,7,0.06
2372860,86,93,2969022,55,86,3,222,0.07
1589421,172,91,55653975,23,101,2,9,0.41
9365194,79,77,10893151,6,403,2,8,1.58
54011971,35,104,23456094,85,97,1,4,0.1
34786398,5,85,213897,486,128,1,4,0.6
509711,117,111,58223282,96,245,3,426,0.21
1002978,103,88,25119,151,117,1,4,0.31
11923899,12,87,26427567,4,91,2,6,1.25
352118,240,177,43753435,18,160,4,708,0.36
10095897,9,100,3075289,44,84,3,199,0.31
127781,104,94,858876,214,171,2,9,2.48
60339839,97,379,4832582,53,158,3,194,0.33
2293759,88,146,2450581,83,80,2,8,0.45
20290,228,208,846633,224,81,1,4,0.59
35877564,48,128,23512,48,166,3,177,1.29
12895369,7,139,597918,65,81,1,4,0.31
51404482,69,162,38263183,157,218,2,8,0.03
858538,158,129,640624,294,118,3,567,0.68
63490312,3,271,1585467,59,98,3,263,2.01
23877952,40,79,43312404,19,85,1,4,1.43
2954942,25,87,58834262,16,89,3,68,1.68
56174104,15,90,36435766,23,83,4,490,1.6
45258871,105,117,108246,124,98,1,4,1.42
1177084,2626,138,241529,249,106,1,4,2.76
895667,11,171,24113536,62,107,4,942,1.27
22800,755,309,304147,156,201,4,2067,1.94
30582,317,107,40671956,85,86,1,4,0.98
1168349,476,230,879253,206,104,2,10,1.21
115735,63,78,356357,201,114,4,1122,0.14
47263646,30,305,20334624,25,78,3,96,2.36
881461,162,170,38227521,3,80,3,18,2.39
767826,272,151,27627381,2,101,2,8,2.22
1275558,46,132,11970980,67,139,2,7,1.62
52670714,17,84,55373327,10,267,4,395,0.95
8884064,79,82,42818318,7,101,1,5,0.91
2144362,56,103,31419384,2,201,3,15,0.65
925736,1121,252,3182458,98,86,3,429,3.1
764401,34,103,52322276,6,101,3,28,2.33
2802637,2662,91,2515017,156,153,1,5,1.73
11138288,19,116,287454,307,222,4,1678,0.29
407748,305,83,31332076,116,128,1,5,0.66
262525,427,265,59863951,17,79,4,1315,1.04
25714032,11,112,12028533,3,112,3,18,2.25
66445365,7,105,110747,242,95,2,9,1.95
2092031,480,305,11553236,40,87,1,4,2.45
30464067,62,88,19370746,15,80,1,4,1.81
4009402,22,81,25874812,12,80,3,59,0.72
14627750,33,330,38615489,5,96,1,5,1.54
44817607,3,269,11752844,109,128,3,465,0.17
448814,125,99,42237483,391,311,2,10,1.58
630522,219,269,159919,1289,314,1,6,1.18
508844,289,212,64691592,52,133,3,206,1.93
27910002,4,132,61200772,6,151,1,5,1.05
14627360,25,479,2223477,137,84,2,10,0.05
37048593,2,1515,1113713,126,93,4,1372,0.32
1114876,107,124,831170,1438,84,1,5,1.65
3164450,31,81,761318,168,176,3,370,1.22
1598092,71,102,8146110,292,78,2,9,1.14
80570,45,99,9874282,57,80,4,682,1.31
28696434,8,102,51984826,16,526,3,67,2.16
409365,144,86,28215824,2,100,2,7,1.21
8676157,47,77,18031715,5,147,4,132,0.81
641145,104,200,298190,77,94,3,371,2.48
35904384,71,80,5287304,16,89,3,98,2.55
39471791,1,79,39752430,63,127,3,241,1.77
5225770,24,78,5835474,37,117,1,4,1.3
580324,50,124,42873351,279,268,3,498,1.01
6435440,25,116,599203,63,140,3,254,1.59
2452459,74,85,586138,297,107,3,362,0.54
54109513,32,80,2216361,73,135,2,9,0.65
52285994,7,203,1066174,72,82,2,10,2.41
28431594,58,150,111063,435,99,1,4,2.16
3846799,2385,211,3029865,60,89,3,279,2.51
945323,22,83,2103048,70,126,4,645,0.31
1262340,16,750,48391012,15,102,2,11,2.34
38834105,5,174,9368478,30,223,1,5,2.48
11762000,186,454,22591748,78,102,4,2176,0.76
1425654,11,127,19571344,61,87,3,298,2.91
8909461,91,148,63138319,0,117,2,8,0.62
1464121,67,239,7012185,63,1024,3,254,0.57
39227619,6,93,106812,133,91,2,9,0.14
3747091,51,104,5598260,20,103,4,570,0.95
5806015,33,79,58818,523,202,4,2444,0.1
2358579,30,80,16146716,172,163,3,381,0.29
183563,87,113,39478717,57,108,2,8,2.41
5778038,79,165,62773821,53,126,3,226,0.44
226575,329,278,3528947,266,95,3,1055,1.02
29575322,36,83,8622000,75,124,4,748,1.44
1462373,123,155,37539891,25,100,2,9,2.56
40744957,6,95,18410312,274,230,3,357,2.32
2397236,26,198,32353851,9,111,2,10,0.44
43921489,106,184,48715610,73,85,3,315,0.91
10673858,29,185,1635718,25,123,3,118,0.97
25392020,18,256,64183337,10,99,4,1363,1.66
3540750,29,141,4353288,115,105,4,1037,1.25
3210868,263,254,2172281,161,119,4,1845,0.25
51260917,112,193,45239477,40,98,3,169,0.63
7546115,322,147,4566412,18,118,2,8,1.8
33540946,22,99,1239089,53,89,2,8,1.26
31508581,45,181,387618,86,130,3,358,0.88
1982061,1581,351,53530128,30,96,1,6,0.11
38141963,23,180,21695381,38,100,2,8,0.81
1571927,149,99,1273747,29,94,4,567,0.53
1873684,44,81,574443,26,92,4,484,0.23
1052385,103,110,1939411,3,98,4,220,0.17
1159207,29,79,1498400,72,101,4,660,2.78
127510,860,257,40591646,6,165,3,31,0.53
4607131,37,113,48711574,1,228,1,5,0.54
99463,347,221,543939,391,129,1,5,0.97
1917872,95,109,18905366,48,159,4,723,1.62
24561419,13,128,4230388,15,79,2,8,0.19
12696909,76,103,1757757,323,98,3,440,1.16
14774846,13,88,8845659,28,83,3,121,1.99
2121823,105,161,254439,122,79,2,9,1.36
37942548,14,81,6587138,15,150,1,4,0.53
4414828,73,106,30080846,5,96,3,27,0.55
6338321,43,82,1701055,27,155,1,4,2.6
1125902,495,204,1458982,7,78,3,38,0.27
72890,2153,378,21603008,2,95,3,17,1.98
269223,2164,629,461160,13,90,4,1456,1.73
100967,85,101,28163004,5,138,1,5,0.24
1829819,333,218,68430574,9,144,1,4,1.52
217947,116,95,60995,978,204,2,13,1.68
19355119,23,86,40051293,10,117,1,4,1.6
30079048,138,185,2841656,93,97,2,9,0.82
54855586,11,139,22280378,12,107,2,8,2.19
5279620,196,507,38263183,157,218,1,5,1.13
471783,369,155,7749974,203,107,1,5,1.29
12908819,28,85,35627063,190,175,2,8,0.14
75116,234,143,37497345,10,82,1,4,0.02
30137384,8,2435,47580353,0,172,3,17,1.35
179266,282,155,234170,47,362,3,208,0.49
54548694,0,90,1558105,195,111,1,4,2.25
3685632,74,158,27567,715,81,3,590,1.43
56485808,6,190,4430264,64,91,2,9,1.63
29035,1522,258,28096497,18,83,3,83,1.54
30275656,913,578,38489101,9,85,3,49,1.03
47800441,474,187,4446736,44,80,2,9,1.34
648529,73,111,17241270,149,130,2,9,0.34
60921735,23,86,479438,125,79,3,433,2.94
17845781,8,114,10115074,12,105,3,59,1.47
124964,93,135,4938757,382,80,1,5,1.39
2926778,160,86,2056943,6,478,1,5,1.82
9559549,817,461,2219728,118,144,1,6,0.41
54118461,15,186,28990,44,88,1,5,0.49
1433593,11,200,8020797,129,182,1,6,0.89
443011,80,131,1592132,20,80,2,9,1.65
165026,194,186,3822044,58,98,2,9,1.99
31636280,71,115,2583736,46,115,1,4,0.31
46180929,78,95,40175566,16,131,2,8,0.56
41601283,3,80,1188982,130,86,4,907,0.71
882190,20,99,54656642,3,107,4,70,2.18
37716305,56,83,12297694,15,274,1,5,1.71
32504587,75,140,4484320,25,92,3,113,0.84
53058689,6,151,18051783,3,96,3,21,1.14
8502717,28,111,35516807,18,224,2,9,1.59
39497424,73,81,33191133,11,85,3,61,0.15
1478772,245,133,28011527,19,92,2,8,0.47
18784143,233,176,125510,57,113,2,9,1.24
1235953,82,168,4551259,54,80,3,221,0.82
45599749,3,115,13228503,66,96,1,4,1.75
58597525,7,89,4002085,8,83,1,4,0.15
22796,1596,245,8458585,62,78,4,1459,0.39
130441,95,77,382198,58,86,1,4,1.4
13736402,5,128,42400,352,92,3,627,0.65
13193885,51,102,303933,262,238,2,10,0.17
7877783,11,79,43795479,16,134,2,8,0.82
34219213,55,139,50372226,2,97,3,16,1.37
32267545,373,308,252350,37,87,4,1589,0.26
31573343,8,187,45153639,61,88,3,267,0.53
57893695,42,174,28334,370,246,1,5,0.59
4511688,68,78,3814556,34,100,4,523,2.42
48571,30,179,234143,606,185,1,5,1.69
2167499,30,1280,27298083,1001,663,3,5086,1.68
36583968,39,108,2399535,89,97,1,4,1.11
30124595,39,271,1085285,50,87,4,1693,1.39
10942798,50,152,39389,2992,194,2,19,0.57
34414,1870,347,764976,119,91,3,516,0.16
39752430,63,127,890606,769,119,3,547,1.5
28396118,52,92,56057533,0,344,2,8,2.89
574357,391,206,12635337,31,95,3,138,1.64
3158734,107,291,32212,2543,991,3,1230,2.58
7870124,171,157,9517339,47,77,2,8,2.16
20725416,23,333,136889,155,263,2,10,0.86
29428905,4,82,18869017,11,142,4,366,0.58
43681786,6,81,25866756,13,192,4,395,0.81
63617796,0,168,3502099,85,90,1,4,1.1
1800197,64,92,31747804,542,124,2,10,0.59
4308236,108,108,733661,284,205,1,4,1.16
169490,28,126,6767670,353,581,4,2071,1.59
41110002,15,78,18115,617,250,1,4,0.66
22191575,341,101,36319728,55,78,2,7,2.31
32289530,39,172,551304,63,86,3,264,0.71
5036377,8,188,5944160,30,83,4,902,1.23
1128777,209,121,22230227,56,222,3,226,2.42
2182698,145,182,12025528,59,189,4,1096,0.93
2881513,36,94,24654342,4,155,1,4,1.5
55010763,70,143,14021193,33,104,4,744,0.88
424627,161,127,4085043,109,188,2,8,0.63
403182,19,94,14439956,15,146,1,4,0.57
32047151,243,139,1584122,109,118,1,5,0.68
3232199,71,84,44632756,51,105,4,599,0.04
45185686,7,123,20217456,26,155,1,4,2.9
708147,126,88,52273984,47,90,1,4,1.91
22751752,139,86,396525,87,98,3,307,0.02
991220,103,101,40093849,141,128,1,5,0.32
3731271,48,104,68054910,4,106,3,23,0.37
676909,158,129,677524,1171,416,3,588,0.75
827557,72,83,172921,295,209,1,4,0.98
302750,9,95,45476169,5,82,1,4,1.2
31654936,180,108,151193,34,115,4,570,0.17
2094442,66,90,29690820,12,371,3,48,1.04
14812279,10,217,10104024,14,80,1,4,2.28
4560953,89,109,8861509,56,106,1,4,0.09
2602533,1311,91,2668771,51,93,4,662,1.34
10503283,9,93,13956939,16,126,1,4,1.48
2541498,61,101,1761375,6,83,1,4,1.11
138515,175,151,1290823,254,100,4,1610,0.78
156115,402,106,6376046,57,100,2,8,0.44
29073044,20,377,11918379,39,193,1,5,2.03
738130,195,99,4914155,44,158,3,161,1.44
12872206,25,226,1037566,10,149,2,7,0.04
203875,245,239,29698548,177,84,3,683,0.8
10704631,38,90,871592,29,95,2,8,0.21
47394893,7,387,137072,184,101,2,9,0.96
849932,22,96,65285104,3,90,1,4,0.93
347265,124,169,62293034,0,334,2,8,0.75
1453323,3,110,43507260,116,127,2,8,1.88
13083657,330,79,58964367,26,82,2,7,2.3
15859582,208,129,52267040,1,91,2,7,0.37
38617967,28,86,25470849,7,123,1,4,0.47
6018749,763,269,1255094,58,84,4,1494,2.19
5177309,14,165,16894035,2,102,1,5,0.87
18557454,19,214,20377,1185,388,4,6693,0.06
536178,426,213,14146600,15,100,3,63,2.3
23814700,12,88,234311,14,207,3,66,1.52
1306123,66,111,47715723,36,93,1,4,1.03
33928292,71,165,33409641,119,202,3,455,0.66
37745836,16,79,6968683,166,184,4,982,1.26
1582173,59,89,545000,13,80,3,58,0.63
2744875,89,132,17367018,28,92,4,667,0.87
1979026,10,77,84604,68,96,4,412,1.57
573304,116,78,19861967,28,91,4,431,1.39
39417686,127,147,596736,611,105,4,3215,1.75
131131,35,114,5729021,65,87,3,268,2.73
15399880,78,89,172228,80,102,3,374,1.35
55029,634,260,3402901,101,162,2,9,0.29
32824998,27,128,152120,704,216,1,4,1.87
3322111,113,87,20999408,2,178,2,8,0.02
60096474,0,98,898855,150,107,2,9,1.64
62964043,8,102,5107542,109,81,3,467,0.86
12310566,109,109,68552968,1,120,4,461,0.33
15056126,41,87,925736,1121,252,4,5467,1.33
49512591,0,81,1637789,64,82,2,9,1.13
1154834,55,81,36769949,69,90,4,674,1.45
21313720,19,87,101217,226,178,3,408,1.01
25008517,61,91,717485,85,112,2,8,0.63
8356351,63,101,7972405,73,105,2,9,0.61
1121700,596,237,57341463,1,382,4,35,1.57
1540309,79,170,44983998,142,172,4,1287,1.37
20025024,39,106,1112702,334,327,3,425,2.07
3540737,88,82,4069635,3,279,2,7,0.66
310315,200,203,255486,178,197,4,1635,1.31
91403,176,116,17124409,42,134,2,8,0.76
2945484,78,123,6764585,64,97,1,5,0.16
911666,34,131,21514188,23,85,1,4,0.5
3139238,23,109,21975779,3,136,4,555,1.43
34471,433,215,38806370,10,81,2,8,1.22
176848,294,199,7088923,38,100,1,4,1.13
44022841,20,79,52523172,48,87,1,4,1.38
11882022,14,112,1825415,24,109,1,4,0.38
25614,726,325,3959690,8,145,4,956,0.5
1983285,465,94,1813259,71,125,4,745,0.31
31713640,7,136,803101,193,85,3,557,0.12
55560712,5,83,922245,1420,682,4,6063,1.5
58190167,21,330,58467919,4,119,3,23,0.9
4342970,138,119,594037,141,635,4,1350,0.91
509711,117,111,37971876,63,419,4,696,0.24
93625,132,103,825761,50,82,1,4,1.73
43415925,12,91,16347221,33,124,2,7,1.59
1213864,38,89,18382088,5,78,4,71,0.71
2817967,127,123,45000073,14,84,1,5,3.32
153408,106,250,5694051,41,84,4,1103,0.63
49069234,30,78,12797709,166,101,3,360,1.49
51991006,0,94,33428604,80,102,3,379,1.35
164701,122,84,1881278,112,166,1,5,0.69
53492,95,124,65573741,12,105,3,54,2.5
5739716,57,116,30496915,173,181,2,8,0.55
58985540,81,116,3120057,71,159,3,287,1.5
12778546,4,341,63952273,2,98,3,17,2.11
8718529,32,90,29476135,105,91,1,4,0.78
63554945,108,174,1094676,283,194,1,6,1.14
2192504,173,115,109799,286,131,2,10,0.84
7451885,4,91,42144012,16,102,1,4,0.24
39270409,71,84,1348816,150,197,2,9,0.33
286245,126,130,16557821,53,101,1,5,2.4
253054,160,239,12751534,20,146,1,5,3.42
1236021,80,134,96693,120,114,4,1062,1.75
9086178,256,149,33416787,21,133,2,8,1.73
13994427,10,100,13114864,91,92,2,8,1.06
620854,121,114,26605621,11,153,2,7,1.94
41987593,5,100,11395507,22,144,2,8,0.69
49245290,17,171,33972903,33,157,4,746,0.43
6002628,76,131,23034581,8,78,2,8,1.13
43469966,67,109,128928,104,79,2,8,1.33
2337516,448,172,2141192,162,189,1,4,1.88
169161,148,165,16285902,11,552,1,5,0.19
26584605,46,91,16278540,6,195,1,4,0.58
125665,1595,796,259961,170,113,1,7,1.31
32271951,7,762,1215747,41,104,2,10,0.27
1446160,88,150,3506232,27,457,2,8,1.7
44417,492,232,56538917,2,166,1,4,1.84
7192728,108,85,62406621,71,89,4,696,1.75
52209512,6,100,14085554,81,85,1,5,0.49
64268041,1,79,307869,413,167,2,10,1.97
2266330,9,82,2730564,23,82,4,498,0.33
581845,83,154,4046891,31,80,1,4,1.77
79474,584,256,171132,139,94,2,9,1.1
13202085,408,233,2025293,22,95,1,5,0.51
2207059,14,108,6313948,19,133,1,4,0.84
1235639,100,180,1090533,40,408,4,956,0.09
67694819,1,192,30876310,129,97,3,219,1.7
56309,616,102,31066305,25,96,3,110,0.96
1559543,88,105,2439997,56,80,4,509,0.22
7236495,2,97,51477851,45,110,3,239,0.83
30350408,10,77,42498307,4,86,1,5,0.96
29860323,0,87,15932445,16,80,2,8,1.92
6526584,106,137,54013963,0,97,4,9,0.8
18102,310,130,61981357,214,133,2,10,0.66
651591,142,107,14619190,6,165,3,30,2.41
1806933,25,93,32459350,4,88,1,5,0.93
8610856,12,126,45687435,174,99,2,8,0.87
51492059,10,135,10367637,22,88,3,93,1.13
26037962,116,128,37211,628,207,2,11,2.44
4723892,266,87,1187936,65,90,2,8,1.66
26311475,11,149,56960433,52,197,3,265,0.62
31876841,0,263,1371880,123,95,3,549,2.99
1174475,16,104,989126,9,93,3,40,0.57
8580184,60,106,27538101,19,244,3,94,2.09
3552810,24,81,16798644,130,160,1,5,0.93
417934,59,100,22569248,21,86,4,543,1.19
2068395,51,155,1971769,58,82,4,844,0.0
41513700,2,131,332305,286,274,4,1750,0.32
31536914,1,83,7020199,194,123,3,358,0.33
26900850,4,143,9609083,11,199,2,7,1.28
7625896,54,117,22221421,0,103,3,7,1.32
4116358,40,235,755140,55,94,1,4,0.38
51337447,146,154,5126084,495,211,1,4,1.68
290620,143,342,2634346,8,84,3,35,0.3
4206906,68,98,23647320,14,172,1,4,0.23
345025,35,357,3123718,196,176,3,744,1.7
345500,231,243,2403959,34,77,1,5,1.15
27406894,1992,300,55606736,2,114,3,17,0.37
12112,104,191,11498176,507,80,4,2869,0.5
4782630,78,146,7099305,23,109,2,8,0.38
3007969,17,98,42122158,1,137,2,8,2.51
18842160,74,92,11093909,12,95,1,4,1.13
6817069,4,134,44525,1650,272,4,7689,0.1
428824,160,94,56717521,22,79,1,5,1.63
17224873,252,200,8531566,176,97,3,615,0.12
55496101,58,124,8276718,31,132,2,8,0.57
2020855,68,99,38270069,20,78,3,93,1.72
26106821,51,83,1628009,33,157,1,4,1.88
3952114,101,657,6063750,43,116,3,174,0.88
314976,203,160,8175469,13,136,1,5,0.13
8961019,10,159,39807482,96,139,1,5,0.46
25166391,91,131,54774084,24,88,3,97,0.06
2275764,76,97,5023776,106,233,4,824,0.39
3633327,1,214,30876419,347,123,2,10,1.14
29561914,57,86,35700223,20,78,2,7,1.12
208612,425,301,1088386,99,204,4,999,2.98
212622,19,170,27083644,48,185,1,4,1.36
18031,349,172,37798944,52,135,4,846,0.6
25341765,40,140,55879649,2,452,3,19,1.51
96949,243,110,1614913,141,130,3,409,0.29
22616224,30,190,712666,184,98,3,745,0.78
62461342,4,82,35588332,5,1282,1,5,0.76
8807364,88,134,66861893,94,89,4,882,0.21
205787,135,270,263317,154,80,1,5,0.89
19176045,5,489,1812466,158,115,4,1247,0.2
13744555,86,132,54553953,20,98,2,8,0.12
34857030,13,184,12215324,15,83,2,8,1.02
182476,166,162,958001,100,82,4,988,1.82
12243832,56,118,53843102,22,1215,4,568,0.95
25928612,12,100,37484288,2,88,2,8,1.91
57940466,4,467,3157429,191,160,2,11,2.44
497949,221,91,249712,40,105,2,9,2.53
28319,455,176,1513755,324,156,3,759,0.93
711553,64,229,29154676,19,77,1,5,0.03
25301729,8,78,23927929,7,77,2,8,0.5
6728942,82,90,11954680,100,87,1,5,0.11
44875547,2,89,3176167,55,122,1,4,1.6
6770714,87,89,4118614,12,158,2,8,0.18
710097,257,191,2053455,47,89,2,9,1.5
65086566,7,87,31494739,116,89,3,394,0.33
21880868,6,155,120190,140,94,1,4,1.17
56868646,76,100,42771763,1,104,1,5,0.68
31949038,26,225,1108486,243,105,3,1257,0.99
772178,38,93,1373703,33,90,4,526,0.57
51122618,12,171,12630993,55,130,3,217,3.27
26491558,16,305,380233,135,147,3,563,2.97
22428411,110,263,27092387,33,82,3,142,1.3
45378273,61,127,22336185,9,164,1,5,0.85
769217,14,100,2367938,20,80,1,4,0.38
2287313,80,79,392913,57,299,4,565,1.12
523182,38,132,48235,3762,156,4,16815,0.43
41564354,26,230,175849,82,181,2,10,0.67
5050049,52,81,38358079,29,89,3,140,0.02
16985594,102,128,3635151,29,80,2,8,0.6
55560712,5,83,63755837,3,300,1,5,1.65
47757244,5,177,2465857,11241,131,1,5,0.29
437928,184,88,1999636,56,87,2,9,0.09
14889717,78,119,20951224,6,88,2,8,2.9
42627633,127,125,51871473,25,97,4,693,1.75
9155074,119,89,32394544,16,194,2,7,0.79
11716212,86,146,31495916,994,221,4,4371,0.19
833671,421,167,865973,4,160,2,9,0.48
140824,394,283,33009443,2,83,4,104,2.03
91864,211,118,20980131,3,596,4,115,1.41
1725227,196,140,53597,96,131,4,955,2.43
11184676,19,79,27006225,18,88,3,76,2.17
173729,769,153,14219204,66,132,3,343,2.1
2318924,36,151,108010,960,254,2,14,1.05
2451989,25,269,51722361,1,94,1,4,1.26
3192939,168,111,16000728,119,77,1,5,1.52
39890139,90,195,33062,190,125,3,720,0.42
20202133,5,379,3105461,60,88,4,2331,0.93
481450,81,130,14625802,103,80,2,9,0.92
27294107,75,265,36265705,10,110,3,48,1.25
6090525,130,276,667016,247,86,3,1103,1.16
2138362,98,82,29082859,26,101,3,117,2.5
20016339,238,297,519546,81,160,2,10,1.22
30721924,229,109,16345603,7,149,3,60,0.62
63940009,1,226,58439853,17,501,3,93,1.3
1929803,29,90,283766,157,90,3,439,1.47
1047286,49,79,21196389,10,112,4,367,1.07
1862849,76,194,39215700,52,89,1,5,0.01
471772,781,119,2611376,29,89,4,677,0.3
412287,184,89,14885534,22,111,3,87,0.64
5583154,5,79,409184,103,115,2,8,0.22
10020046,29,84,50914334,64,547,1,4,0.32
4928621,78,78,48538334,9,81,2,8,1.86
47262026,575,300,805000,654,155,2,12,0.22
54952334,25,80,1683220,18,150,4,389,2.1
42160508,7,127,47949374,95,133,4,841,1.17
14087611,64,143,18178534,8,81,1,4,2.32
935933,1028,781,22675194,131,158,1,8,2.6
79598,64,91,414384,399,168,3,377,0.34
2211537,39,143,5378948,40,150,3,177,1.65
38197081,0,433,1742039,270,213,4,3109,0.7
345495,477,135,34425940,236,221,1,6,1.11
1268164,358,116,61238416,63,125,3,251,0.66
4346196,45,105,16386662,285,124,4,1699,0.31
1656056,116,91,2168337,22,115,1,5,1.26
2117109,98,97,48736230,36,78,2,9,2.08
30269723,381,233,1788309,72,142,4,1417,1.66
14258831,94,93,18281029,13,92,4,323,0.42
4385446,44,264,48391482,7,78,3,37,1.01
29780,162,101,3565012,947,265,3,468,2.0
838192,56,96,1193338,112,119,2,10,1.18
444138,211,140,27763172,88,145,3,364,0.87
39692491,25,129,50787501,75,110,1,5,3.83
1509004,97,136,6072075,23,163,2,9,0.76
35887897,1,366,229460,26,86,2,13,0.24
1807036,64,163,267413,70,82,3,369,1.36
22878014,1008,404,9343275,47,276,3,201,1.39
50806877,39,150,4142419,507,198,3,842,3.02
3703149,15,78,40362609,19,82,2,9,0.47
22234977,7,86,45319006,10,93,3,47,1.64
93234,169,93,17143041,5,84,3,24,2.73
2921415,76,81,60990075,24,111,4,467,2.17
55606736,2,114,1861430,281,296,2,9,2.28
350793,62,2939,39236383,29,77,1,15,1.37
58205,151,139,16797266,271,191,4,1686,0.56
23534964,37,93,99842,99,111,3,258,1.47
449224,75,83,45578566,157,79,1,4,0.12
31697724,23,84,61207,187,82,3,375,1.72
25736972,3,379,65447600,25,198,1,5,0.46
1247887,103,123,59351,295,139,1,4,1.27
330749,363,159,26193691,73,112,1,5,2.24
24006156,49,118,2308833,1552,100,4,6667,0.99
1354091,34,99,4998125,70,95,2,11,2.13
67711354,12,95,7369264,29,146,3,193,0.31
23135176,133,124,19413194,10,84,4,725,0.11
661562,136,133,56235559,1,84,2,11,1.82
2086192,27,98,47057695,84,84,2,11,1.01
22028230,22,123,9455340,323,223,1,5,2.32
67799372,3,84,1987440,96,105,3,353,0.25
28159038,2,156,264865,260,289,3,745,0.2
39548203,84,99,26286952,84,100,2,10,0.48
1633102,142,103,614750,113,86,4,1016,0.38
14628082,17,151,533563,66,288,3,288,1.08
370256,466,172,15826902,0,77,1,6,1.12
236424,282,265,176959,61,242,3,261,1.48
1547465,114,92,31099464,30,109,1,4,2.94
1544077,420,90,42624,606,250,2,11,0.22
1282359,36,163,25163,225,103,2,10,0.63
48479603,5,79,378945,46,90,2,8,0.16
3029848,38,126,63269136,28,80,3,129,1.08
596675,124,87,18912060,94,138,1,3,1.46
842178,78,92,2047702,69,125,4,691,0.69
625507,24,99,1763600,120,86,4,902,1.02
29683711,19,96,3824662,2,113,2,8,0.31
26078877,12,107,566000,250,279,3,404,1.18
64252466,37,92,12755052,26,150,1,4,0.43
57561306,2,107,65467,81,84,3,344,1.9
2887437,130,142,52647644,3,163,2,8,2.3
